Name,Ratings,genres,overview,Year,Cast
Gutur Gu,8.2,Comedy,"This is a silent comedy series. The first season follows Balu who lives with his wife, parents and his grandmother. The episodes feature a series of incidents and confusions that Balu ...                See full summary »",2010–2014,"Sunil Grover ,Sheetal Maulik ,Nayan Bhatt ,Bhavna Balsawar"
Sabse Bada Rupaiyya,0.0,Comedy,Add a Plot,2005–2006,"Harsh Chhaya ,Navneet Nishan ,Ashawari Joshi ,Tauqueer Alam"
My Name Ijj Lakhan,7.4,Comedy,"Lakhan, a kind-hearted hooligan, balances his tough persona while trying to commit good deeds for the people as he often finds himself in comical situations.",2019,"Shreyas Talpade ,Esha Kansara ,Parmeet Sethi ,Archana Puran Singh"
Band Baja Bandh Darwaza,6.8,"Comedy, Horror",The tale of Sanjeev Sharma who returns as a ghost in the life of his long lost love after 25 years.,2019,"Mukesh Tiwari ,Prachi Tehlan ,Neelu Kohli ,Amardeep Jha"
Alif Laila,8.0,"Adventure, Fantasy","Shahrzad narrates stories from the Arabian Nights, a collection of folk tales that brims with great morals, fascinating characters, flying carpets, magic lamps and fairies.",1997–2002,"Firoz Ali ,Girija Shankar ,Damini Kanwal Shetty ,Shahnawaz Pradhan"
Captain Vyom,8.4,"Action, Sci-Fi",A superhero Captain Vyom is given a team of some exceptionally-powered soldiers to fight 12 great villains of all-time who escaped the prison located on a moon of Jupiter.,1998–1999,"Kartika Rane ,Milind Soman ,Shehzaad Saeed ,Rahul Singh"
Mohalla Mohabbat Wala,6.3,Comedy,Add a Plot,2006–2007,
Say Na Something to Anupam Uncle,6.0,Talk-Show,"Journey back to your younger days. The anchor Anupam Kher talks to the little wonders of today, sharing the joys dreams and fears, making them dance, laugh and mimic to their heart's glee. ...                See full summary »",2000–2002,
SAB Ka Bheja Fry,8.6,"Comedy, Family",A sketch comedy show with a difference. It is a daily sketch show where the sketches form part of a Mini-Sitcom. Three Mini-Sitcoms bring together this sketch show.,2007– ,
Maniben.com,5.2,Comedy,Add a Plot,2009–2010,"Kurush Deboo ,Simple Kaul ,Manini Mishra ,Smriti Malhotra-Irani"
Dial 100,0.0,"Action, Drama",The TV Series is cop thriller based on present times and takes up contemporary issues like wife-burning and suicide.,2000– ,"Abhimanyu Singh ,Murli Sharma ,Kainaaz Pervees ,Anup Shukla"
Baavle Utaavle,6.7,Comedy,Impatient lovestory of Guddu and Funti with two different family culture.,2019,"Ravi Chauhan ,Ayush Saxena ,Amit Shirivastava ,Aaditrie Dipika"
Bhakharwadi,8.7,Comedy,The story of Bhakharwadi revolves around two families that hail from different cultures living in the same city.,2019–2020,"Deven Bhojani ,Akshay Kelkar ,Akshita Mudgal ,Paresh Ganatra"
Ichhapyaari Naagin,8.1,Fantasy,"The life of Iccha, a shape-shifting snake, dramatically changes and becomes complicated when she falls in love with Babbal Pratap, a human.",2016–2017,"Priyal Gor ,Mishkat Varma ,Bhavish Kukreja ,Jazz Sodhi"
Daddy Samjha Karo,8.7,Comedy,"A sitcom about a widower, who is trying his best to bring up his three teenage daughters with the help of his sister from Bilaspur.",1999–2000,"Shubhangi Gokhale ,Karishma Mehta ,Girish Oak ,Prachi Save"
Tera Kya Hoga Alia,5.7,Comedy,"It is an intriguing story of Alia, once miss-Agra and now a dutiful wife and a mother who is over-protective of her husband and is constantly on a lookout to keep other women away from him.",2019–2020,"Anusha Mishra ,Harshad Arora ,Aayush Agrawal ,Shaukat Ali"
India Ke Mast Kalandar,0.0,Reality-TV,India Ke Mast Kalandar is a reality show judged by Geeta Kapoor and Mika Singh which gives people a chance to showcase their unique talent.,2018– ,
Maddam Sir - Kuch Baat Hai Kyunki Jaazbaat Hai,7.7,Comedy,"Set in Lucknow the show is based in one such all-women Police station made by 4 beautiful quirky women. Pushpa, the oldest of them, is the head constable who tries to balance her life ...                See full summary »",2020– ,"Gulki Joshi ,Yukti Kapoor ,Sonali Naik ,Bhavika Sharma"
Baalveer Returns,3.6,Fantasy,"Balveer is an ordinary child, who is whisked away to Pari Lok at a young age and is blessed with the power of the six fairies.",2019–2021,"Bhaweeka Chaudhary ,Guru Saran Tiwari ,Hridyansh Shekhawat ,Dev Joshi"
Jijaji Chhat Parr Koii Hai,7.4,"Comedy, Horror","The show is sequel of previous successful show, Jijaji Chhat Par Hai., & is a comedy cum horror story where 2 families will be fighting to get a Haveli (a Mansion) but these both families are unaware of ghost existence in that mansion.",2021– ,"Hiba Nawab ,Sucheta Khanna ,Soma Rathod ,Jeetu Shivhare"
Tera Yaar Hoon Main,6.6,"Comedy, Drama","Rajeev Bansal, a simpleton, leads a content life with his loving family. However, he wishes to build a rapport with and become a close confidant and friend to his young son.",2021–2022,"Shweta Gulati ,Sudeep Sahir ,Ansh Sinha ,Sayantani Ghosh"
Hero Gayab Mode On,5.9,"Action, Adventure, Fantasy","Aeons ago, in a great war between the good and evil, the powerful ring was forged by the dark side. It could make the wearer invisible. After the war, the ring is lost and only a true hero can wear it.",2020–2021,"Ajay Gehi ,Abhishek Nigam ,Manish Wadhwa ,Yesha Rughani"
Kaatelal & Sons,6.9,Comedy,"Dharampal Thakur lives with his twin daughters Garima and Susheela and owns a haircutting salon. However, things change when the daughters decide to run their father's business.",2020–2021,"Megha Chakraborty ,Jiya Shankar ,Ashok Lokhande ,Sachin Chaudhary"
Wagle Ki Duniya,9.2,Comedy,Three generations of a middle-class family navigate the ups and downs of life and overcome their simple everyday struggles together.,2021– ,"Sumeet Raghavan ,Pariva Pranati ,Sheehan Kapahi ,Chinmayee Salvi"
Ziddi Dil Maane Na,7.8,"Action, Comedy, Drama","Special Agent Karan Shergil is stern with his trainees and prepares them for the tough life in the army. Soon, Monami, a kind-hearted doctor, joins his team.",2021– ,"Shaleen Malhotra ,Kaveri Priyam ,Kunal Karan Kapoor ,Diljot Chhabra"
Shubh Laabh Aapkey Ghar Mein,6.1,Drama,"Savita, a 45-year-old ardent Lakshmi worshipper, struggling to save her shop believes that Lakshmi ji will help but is betrayed. Lakshmi ji decides to turn up on earth in Human form.",2021– ,"Geetanjali Tikekar ,Chhavi Pandey ,Lakshya Handa ,Tejasvi Khatal"
Good Night India,5.3,Comedy,Good Night India is an Indian comedy show made especially for the audience to release stress at the end of the day. The show is designed to make people laugh out loud with the hilarious ...                See full summary »,2022– ,
Dharm Yoddha Garud,8.1,"Action, Drama, Fantasy",The untold saga of a great warrior - 'Dharm Yoddha Garud',2022– ,"Faisal Khan ,Toral Rasputra ,Parul Chauhan ,Angad Hasija"
Devi,7.1,"Drama, Fantasy",Faith and devotion can change destinies. 'Devi' explores this thought through a mythological drama woven into a social context.,2002–2004,"Mohnish Bahl ,Rakesh Pandey ,Anjana Mumtaz ,Rohan Ghag"
Kkusum,4.5,"Drama, Family","Kkusum is the story of a woman whose upbringing has instilled strong middle class values in her and has taught her to be strong willed, self respecting and at the same time loving and caring.",2001–2005,"Tasneem Sheikh ,Raymon Singh ,Bakul Thakkar ,Rupa Divetia"
Kutumb,4.1,Drama,"The story of two people poles apart who cannot live with each other or without each other. Pratham Mittal (Hiten) , an arrogant young man who marries Gauri Aggarwal (Gauri)to take revenge ...                See full summary »",2000–2003,"Sakshi Tanwar ,Hiten Tejwani ,Manorama ,Ali Asgar"
Kuchh Is Tara,6.7,"Comedy, Drama, Romance","Kuch Is Tar means ""Something Like This""",2007–2008,"Sudha Chandran ,Sooraj Thapar ,Vishal Singh ,Akashdeep Saigal"
Kya Hadsaa Kya Haqeeqat,6.4,Thriller,Kya Hadsaa Kya Haqeeqat is an Indian thriller anthology television show that was first broadcast on Sony TV in 2002. The broadcast consisted mainly of small stories in a mini format.,2002–2004,"Kaliprasad Mukherjee ,Chetan Hansraj ,Sumeet Sachdev ,Shilpa Saklani"
Pyaar Ka Bandhan,5.1,Drama,"This is the story of four siblings Kajol, Sujoy, Deva, and Mishti who get separated in their childhood after their mother leaves them in an orphanage because she has cancer and is on the last stage.",2009–2010,"Kritika Kamra ,Vivan Bhatena ,Lavanya Tripathi ,Mahesh Shetty"
Bayttaab Dil Kee Tamanna Hai,3.8,Drama,"Three sisters, Kanchan, Shamoli and Kakoon arrive in Mumbai from their village in search of a livelihood. New to the city, they face several hardships whilst finding a job.",2009–2010,"Urvashi Dholakia ,Priyamvada Kant ,Aman Verma ,Karan Kundrra"
Kuch Rang Pyar Ke Aise Bhi,8.3,"Drama, Romance","Kuch Rang Pyar Ke Aise Bhi is a mature love story of Devrath Dixit, a successful business tycoon and Dr. Sonakshi Bose, a nutritionist.",2016– ,"Shaheer Sheikh ,Erica Fernandes ,Supriya Pilgaonkar ,Jagat Rawat"
Family No. 1.,8.1,Comedy,The misadventures of two families who are forced to live in the same house as tenants after being conned by their estate agent.,1998–1999,"Kanwaljeet Singh ,Tanvi Azmi ,Aparna Tilak ,Niyati Rajwade"
Itna Karo Na Mujhe Pyaar,7.6,Drama,"The story of a couple, Nachiket Khanna (Neil) and Ragini Patel, who are driven apart, ironically because of the intense love they shared. Neil, a doctor and Ragini, a nurse have four kids ...                See full summary »",2014–2015,"Pallavi Kulkarni ,Ronit Roy ,Vinny Arora ,Rhea Sharma"
Kuchh Jhuki Palkein,,Family,Niyati is a simple Indian girl who gets married to U.S. returned Vansh. Vansh had a girlfriend in the USA but married Niyati just due to family pressure. Slowly Vansh starts to fall for ...                See full summary »,,"Ritu Chaudhary ,Sandeep Baswana ,Nayan Bhatt ,Gayatri Shastri"
Kahani Terrii Merrii,2.8,Drama,The Story that unfolds the love and drama about two unknown strangers.,2003,"Tina Parekh ,Manav Gohil ,Shama Deshpande ,Milind Gawali"
Jassi Jaissi Koi Nahin,5.6,Drama,"Jassi Jaissi Koi Nahin (2003) is a popular show on Sony Entertainment Television. The series is an Indian-themed version of the Colombian drama Yo soy Betty, la fea (1999).",2003– ,"Samir Soni ,Mona Singh ,Apurva Agnihotri ,Manini Mishra"
Dekh Bhai Dekh,8.6,Comedy,Three generations of the Diwan clan live as an extended family in an ancestral bungalow in the Mumbai suburbs. The serial takes the viewer through their various ups and downs as their ...                See full summary »,1993– ,"Navin Nischol ,Farida Jalal ,Shekhar Suman ,Bhavna Balsawar"
Deal Ya No Deal,6.0,Game-Show,Add a Plot,2005– ,"Mandira Bedi ,Rajeev Khandelwal ,Madhavan ,Aamna Sharif"
Dance Premier League,0.0,Reality-TV,Add a Plot,2009– ,"Sneha Acharya ,Karthik Mohan ,Rani Mukerji ,Bipasha Basu"
Comedy Circus Ke Ajoobe,7.0,Comedy,One of the comedy show of Indian television. This season of Comedy Circus was named Comedy Circus Ke Ajoobe; Archana Puran Singh and Sohail Khan was the judge for this season. For first 11 ...                See full summary »,2012– ,"Archana Puran Singh ,Sohail Khan ,Kapil Sharma ,Sargun Mehta"
Comedy Circus Ka Naya Daur,7.3,Comedy,This edition of Comedy Circus sees veterans of the show team up with fresh faces as they work together to bring the house down with their unique blend of comedy.,2011– ,"Kapil Sharma ,Bharti Singh ,Siddarth Jadhav ,Mantra Mugdh"
Dus Ka Dum,4.6,"Game-Show, Reality-TV",Indian game show hosted by Bollywood actor Salman Khan.,2008– ,"Salman Khan ,Bobby Deol ,David Dhawan ,Lara Dutta"
Fame Gurukul,5.4,Reality-TV,"The Indian version of the UK's Fame Academy, with talented singers selected from all over the sub-continent trained by professionals and the Indian public voting for their favourites.",2005– ,"Javed Akhtar ,Krishnakumar Kunnath ,Shankar Mahadevan ,Qazi Touqeer"
Indian Idol,5.0,"Music, Reality-TV","The latest addition to the Idol phenomenon. Indian Idol, like Pop, Canadian, and American Idol, brings the entire country together to compete to become the next singing sensation.",2004– ,"Anu Malik ,Vishal Dadlani ,Neha Kakkar ,Mini Mathur"
Achanak 37 Saal Baad,8.4,Thriller,Strange things happen in Gahota every 37 years causing a strange hysteria in people and leading them to kill others or themselves and not remembering anything once the cycle is over in a few months.,2002–2003,"Faraaz Khan ,Iravati Harshe ,Shishir Sharma ,Neha Mehta"
Aahat,7.2,"Adventure, Drama, Fantasy",A horror anthology series revolving around different ghost stories.,II 1995–2015,"Vijay Raj ,Shahab Khan ,Paras Singh Minhas ,Jatin Sial"
Aahat,7.0,Horror,Aahat (English: An approaching sound) is an Indian thriller/horror television anthology series created by B. P. Singh for Sony Entertainment Television.The series premiered on 12 October 1995.,I 1995–2000,"Vijay Raj ,Om Puri ,Ashutosh Rana ,Kanwaljeet Singh"
Seven,7.6,Fantasy,Awesome serial I have ever seen....,2010– ,"Kashmira Irani ,Aarun Nagar ,Nushrratt Bharuccha ,Shama Sikander"
Mahi Way,8.1,Comedy,An overweight girl tries to find Mr.Right her way; Mahi's Way.,2010– ,"Sunil Kamble ,Pushtii Shakti ,Viraf Patel ,Siddhant Karnick"
The Drama Company,4.5,Comedy,An eclectic mix of the finest comedians in a theatrical plot portraying different characters each week.,2017–2018,"Zaira Wasim ,Sanket Bhosale ,Krishna Abhishek ,Sugandha Mishra"
Bhaskar Bharti,7.7,Drama,Bhaskar turns into a woman as a result of being cursed by one of his love interests named Geeta.,2009– ,"Kurush Deboo ,Karan Arora ,Vivek Mushran ,Rukhsar Rehman"
Virrudh: Har Rishta Ek Kurukshetra,7.1,Drama,"The story revolves around the life and dilemmas of Vasudha, a daughter torn between her father she worships, and the man she loves.",2007–2008,"Smriti Malhotra-Irani ,Vikram Gokhale ,Sushant Singh ,Achint Kaur"
Yudh,8.3,Drama,Principled but hard-driving businessman Yudhisthir Sikarwar works to expand his empire whilst keeping an explosive secret.,2014– ,"Amitabh Bachchan ,Zakhir Hussain ,Vijay Singh Parmar ,Avinash Tiwary"
Yeh Moh Moh Ke Dhaage,8.5,Family,A mature village man looking for a bride and a young urban girl helping him find one. They are constantly surprised by each other's behaviour as they break the stereotypes.,2017,"Niyati Fatnani ,Eijaz Khan ,Maadhav Deochake ,Rima Ramanuj"
Vaidehi,6.6,Drama,"This is the story of a twenty one year old, spirited girl called Vaidehi. Hailing from a middle class family, Vaidehi dreams of having a loving husband, supportive family and a small house ...                See full summary »",2006– ,"Aruna Irani ,Sushmita Daan ,Ashlesha Sawant ,Sachin Shroff"
Tujko Hai Salaam Zindgi,0.0,,Add a Plot,2007–2008,"Sachin Khurana ,Gopi Desai ,Anita Kulkarni ,Pariva Pranati"
Thodi Khushi Thode Gham,0.0,Drama,"This is the story of Sneha, the youngest daughter-in-law of the Shah joint family and her battle against her father-in-law, Mansukh Lal Shah.",2006–2007,"Muskaan Nancy James ,Amit Jain ,Deepa Parab ,Kapil Soni"
Sambhav Asambhav,0.0,"Drama, Romance, Thriller","A heart-tugging drama based on one of the most successful and popular Gujarati novels of all time, written by novelist Harkishan Mehta.",2003– ,"Sangeeta Ghosh ,Vikram Gokhale ,Shakti Anand ,Ghanshyam Nayak"
Saaya,6.6,Romance,"Sudha is a shy and reserved girl from an orthodox family. Her friend Kamya is a feisty and outspoken person. Their friendship in college, highs and lows in life and love are shown in the show.",1998–1999,"Madhavan ,Achint Kaur ,Nitish Pandey ,Savita Prabhune"
Saaksshi,0.0,"Drama, Thriller",A woman's determination to break all norms and conventions forced upon an Indian woman.,2004,"Samir Soni ,Shilpa Tulaskar ,Mouli Ganguly ,Ravindra Mankani"
Saas Bina Sasural,6.9,"Comedy, Drama","Taanya, a teacher, is married into a family consisting of seven men. However, she struggles to appease each of them and keep her family together by solving everybody's problems.",2010–2012,"Aishwarya Sakhuja ,Ravi Dubey ,Darshan Jariwala ,Arvind Vaidya"
Rishta.com,8.5,Drama,"The series revolves around Rishta.com, a marriage portal run by four friends - Rohan Mehra, Isha Mirchandani, Huzeifa and Ruchika. Each episode sees them manage a fresh client's matrimonial alliance, as well as their own problems.",2010– ,"Shruti Seth ,Micky Makhija ,Kavin Dave ,Kavi Shastri"
Reporters,8.3,Drama,Kabir and Ananya's love and how it survives when they find themselves on opposite sides of the debate on ethics.,I 2015,"Aakash Pandey ,Khushboo Purohit ,Kritika Kamra ,Rajeev Khandelwal"
Pyaar Ko Ho Jaane Do,6.4,Drama,"A story of a very well-to-do, modern Punjabi family, the Hoodas and the backbone of this loving family is Ishaan and his wife Preet . Ishaan is the perfect son, the best brother, a doting ...                See full summary »",2015–2016,"Iqbal Khan ,Mona Singh ,Ashish Gokhale ,Mahesh Shetty"
Hum Hain Na,8.5,Family,"Story of Bunty trying to please all the women he loves, his mother, sister and lover.",2014–2015,"Pratyusha Banerjee ,Kanwar Dhillon ,Shubhangi Gokhale ,Abhijit Sinha"
Main Naa Bhoolungi,8.3,Drama,"Shikha embarks on a journey where reality and illusions mingle and she has to find her way through a maze of love, deception, hate, revenge as well as death in her quest to discover the truth.",2013–2014,"Anang Desai ,Nigaar Khan ,Avinesh Rekhi ,Papiya Sengupta"
Ekk Nayi Pehchaan,8.0,Drama,"Sharda and her daughter-in-law, Sakshi, share a close bond. As Sharda is illiterate, Sakshi teaches her to read and write, while Sharda helps Sakshi strengthen her relationship with her husband.",2013– ,"Krystle D'Souza ,Karan Sharma ,Poonam Dhillon ,Anshuman Bajaj"
Ek Ladki Anjaani Si,7.9,"Drama, Romance","Anu is a very motivated, talented, and daring teenager that would do anything to fulfil her dreams.",2005– ,"Vaishnavi Mahant ,Himani Shivpuri ,Swati Anand ,Nigaar Khan"
Ek Duje Ke Vaaste,7.6,Romance,"A love story of two childhood best friends, Shravan and Sumo, who are unable to confess their love for one another.",2016,"Subhasis Chakraborty ,Charvi Saraf ,Nikita Dutta ,Namik Paul"
Dil Ki Nazar Se Khoobsurat,7.7,Romance,Aaradhya is married to a man who is the exact opposite of what she thought her husband would be.,2013– ,"Saumya Seth ,Mayur Bansiwal ,Sachin Shroff ,Abhishek Malik"
Dil Ki Baatein Dil Hi Jaane,6.6,Drama,Anandita who is suffering from a terminal illness and wants to embrace death in order to rid her loving husband and two kids of all the agony they are going through to cure her and keep her alive.,2015,"Mahima Makwana ,Ram Kapoor ,Gurdeep Kohli ,Roma Bali"
Kya Huaa Tera Vaada,5.9,Drama,"A poignant story of a woman's struggle for survival and her voyage to find her place under the sun, beyond the life of a wife and mother.",2012–2013,"Mona Singh ,Mohit Malhotra ,Pranav Misshra ,Mouli Ganguly"
Kuch Toh Log Kahenge,6.4,Drama,"A mature love story between two people, with a substantial age gap. The show focuses on a team of doctors in the picturesque city of Lucknow in India and revolves around their routines at the hospital as well as their private lives.",2011–2013,"Rajshri Deshpande ,Sharad Kelkar ,Kritika Kamra ,Mohnish Bahl"
Kkoi Dil Mein Hai,6.1,"Drama, Romance",The story of love and friendship that binds two girls Kajal and Krittika through all their joys and fears.,2003– ,"Jennifer Winget ,Karishma Tanna ,Eijaz Khan ,Hiten Tejwani"
Khotey Sikkey,7.2,Crime,Five affluent youths find a new sense of purpose as they team up with a Mumbai police officer on crime-busting missions around the city.,2011– ,"Vikas Kumar ,Dilkhush Reporter ,Sukhmani Sadana ,Karan Sagoo"
Kkehna Hai Kuch Mujhko,0.0,Family,"Kkehna Hai Kuch Mujhko shows the protagonist Rewa's rise from a homemaker, devoted wife and mother of three, to a working-woman.",2004–2005,"Pallavi Joshi ,Kiran Karmarkar ,Ronit Roy ,Surekha Sikri"
Kehta Hai Dil Jee Le Zara,8.0,"Drama, Family","The story revolves around 34-year-old Sanchi, who is a strong and independent woman. Her parents had died due to a car accident when she was only 19 years old and since then, she has taken ...                See full summary »",2013–2014,"Ruslaan Mumtaz ,Sangeeta Ghosh ,Nabeel Mirajkar ,Kaivalya Chheda"
Kaisa Yeh Pyaar Hai,6.8,Drama,Love is blind. And two people struck by Cupid will do anything it takes to stay together.,2005–2006,"Neha Bamb ,Amit Tandon ,Hiten Tejwani ,Suvarna Jha"
Kaajjal - Sabbki Aankhon Mein Basi,5.1,Drama,"Kaajjal a beautiful, charming girl comes from her small town to city and make it big and find the love of her life.",2006–2007,"Surveen Chawla ,Apurva Agnihotri ,Rohit Bakshi ,Deepak Bajaj"
Just Mohabbat,8.4,"Drama, Family, Romance","The story revolves around the life of Jai, a kid who stays in a hostel in Dehradun away from his parents Raj and Maya. The series chronicles his growing up years and focuses on his ...                See full summary »",1996– ,"Manoj Pahwa ,Harsh Lunia ,Kavita Kapoor ,Sanjay Mishra"
Bade Achhe Lagte Hain,5.4,"Drama, Romance",The Show revolves around the life struggle of middle-class girl Priya and a business tycoon Ram. The show explores the world of two different individuals who are unmarried due to some reasons and after some wrong communication.,2011–2014,"Ram Kapoor ,Sakshi Tanwar ,Sumona Chakravarti ,Eva Grover"
Par Is Dil Ko Kaise Samjaye,,Drama,The story of two sisters whose lives get dramatically affected by a series of accidents brought about through sheer fate.,,"Dinesh Kaushik ,Pooja Ghai Rawal ,Shweta Salve ,Raj Singh Verma"
Naam Gum Jayegaa,,Drama,"The story is about 2 girls named Priyanka and Zeenat, one being Muslim and one Hindu. Their family doctor finds out that they were switched at birth. Priyanka was born in the Muslim family,...                See full summary »",,
Yeh Meri Life Hai,5.1,Drama,"The story revolves around a vivacious teenager, Pooja, who belongs to a typical middle class Gujarati household but strives to fulfill her dream of becoming a film director someday.",2004–2005,"Shama Sikander ,Simple Kaul ,Rahil Azam ,Amit Jain"
Porus,7.9,History,Porus is the story of Indian warrior Porus and his life especially the Battle of the Hydaspes with the Great Alexander.,2017–2018,"Aditya Redij ,Laksh Lalwani ,Rohit Purohit ,Suhani Dhanki"
Rishta Likhenge Hum Naya,7.2,"Drama, Mystery, Romance",Rishta likhenge hum naya follows the life of Diya who sacrifices the 12 years of her life by fulfilling a dying man's last wish on his death bed by becoming a caretaker of his son Ratan.,2017–2018,"Tejasswi Prakash ,Rohit Suchanti ,Anjali Gupta ,Mahi Kamla"
Yeh Un Dinon Ki Baat Hai,8.4,"Drama, Romance",The story chronicles the adolescent romance between Naina and Sameer and explores the magic of 'first love' set in the city of Ahmedabad in the year 1990.,2017–2019,"Randeep Rai ,Ashi Singh ,Ayesha Kaduskar ,Sadiya Siddiqui"
"Prithvi Vallabh: Itihaas Bhi, Rahasya Bhi",8.2,"History, Romance","The story follows the life journey of two kings: Prithvi Vallabh, king of Avantipur, a kind and peaceful man, and Tailap, the neighboring king, who is very cruel.",2018,"Ashish Sharma ,Sonarika Bhadoria ,Jitin Gulati ,Ishita Ganguly"
Chhanchhan,5.3,Drama,"'Chhanchhan' is a story of the beautiful and vivacious Chhanchhan who is by profession a dog trainer. She is a free-spirited independent young woman, modern in her thought but still deeply ...                See full summary »",2013– ,"Sanaya Irani ,Jimit Trivedi ,Cheshta Mehta ,Supriya Pathak"
Beyhadh,7.1,"Drama, Romance, Thriller","Maya falls in love with Arjun while working on an assignment. But soon, her love for him turns into an obsession, affecting their relationship with each other and their respective family members.",2016–2017,"Kushal Tandon ,Jennifer Winget ,Aneri Vajani ,Sumeet Bharadwaj"
Baat Hamari Pakki Hai,5.7,Drama,"Set in Mussoorie, Uttarakhand, Baat Hamaari Pakkki Hai is the story of Sachi - an orphan who lives with her Mama and Mami - and Shravan, a businessman's youngest son. Sachi is an obedient ...                See full summary »",2010– ,"Barun Sobti ,Ankita Sharma ,Karan Wahi ,Krystle D'Souza"
Amita Ka Amit,5.4,Drama,An extraordinary love story of two very ordinary people.,2013– ,"Manas Shah ,Chandni Bhagwanani ,Jagesh Mukati ,Meenal Patel"
Ladies Special,7.5,Drama,"Three women living in the city of Mumbai become friends while commuting in a local train meant only for ladies. Eventually, they help each other face some of the biggest challenges in their lives.",2009– ,"Cheshta Mehta ,Chhavi Pandey ,Bijal Joshi ,Girija Oak"
Aisa Des Hai Mera,0.0,Drama,"The story revolves around the life of a girl named Rusty, who is born in an upper middle class white family, John and Linda in England. Living separate from her divorced mother and drunkard...                See full summary »",2006,"Kanwaljeet Singh ,Beena Banerjee ,Saumya Tandon ,Ranjit Choudhary"
Adaalat,8.1,"Crime, Drama, Mystery",Lawyer K.D. Pathak takes up the challenge of defending the accused by personally investigating the crime.,2010–2016,"Ronit Roy ,Romit Raj ,Ajay Kumar Nain ,Nilofar"
Aathvaan Vachan,0.0,Drama,Add a Plot,2008– ,"Mouli Ganguly ,Pallavi Subhash Shirke ,Vishal Singh ,Varun Khandelwal"
Hum Pardesi Ho Gaye,0.0,Drama,"Mallika is married to an NRI Rahul by her family, in a rush. When she moves from India with him, she realizes he is in love with his boss Maya and doesn't care for his wife. How Mallika ...                See full summary »",2001–2002,"Sulabha Arya ,Aashish Chaudhary ,Manoj Joshi ,Rakesh Pandey"
Jaane Kahan Mera Jigar Gaya Ji,0.0,Comedy,Add a Plot,1997–1998,
Jaat Ki Jugni: Ek Visphotak Prem Kahaani,7.4,"Action, Comedy, Drama","Bittu Singh Dahiya , a carefree rebel with an inherently good heart and fierce belief in love, falls for the naive, highly sensitive but an eternal romantic, Munni Singh Ahlawat; who is ...                See full summary »",2017– ,"Richa Soni ,Rakesh Pandey ,Madirakshi Mundle ,Rinku Karmarkar"
Alpviram,5.8,Drama,"The story revolves around the life of 21-year-old Amrita. She seems like a happy and healthy girl till one day, when she faints and is rushed to the hospital. She never wakes up and goes ...                See full summary »",1998,"Pallavi Joshi ,Amir Bashiri ,Pallavi Joshi ,Sanjay Bhatia"
Chamatkar,7.0,Comedy,Chamatkaar was a comedy serial whose main character was prem..He has hearing problem but blessed with unique ability in which he used to hear/read persons mind with his ear. Also he can ...                See full summary »,1988–1989,
Jeevan Mrityu,0.0,Drama,Add a Plot,1994– ,"Pallavi Joshi ,Rohini Hattangadi ,Vikram Gokhale ,Asha Sachdev"
Tujh Pe Dil Qurban,0.0,Action,Add a Plot,1995–1996,
Kanyadaan,4.5,Drama,A sensitive drama that explores the relationship between a mother and her two daughters - one of them legitimate and the other illegitimate.,1999–2000,"Kirron Kher ,Jayati Bhatia ,Poonam Narula ,Sudhanshu Pandey"
Kabhi Yeh Kabhi Woh,8.4,Comedy,Add a Plot,1994–1995,"Nisha Bains ,Brahmachari ,Benjamin Gilani ,Suchitra Gudekar"
Ek Deewaana Tha,6.8,"Drama, Horror, Romance",The story of Sharanya who wakes up from a coma after a period of two years. Her recovery comes at the cost of her suffering from amnesia because of which she is unable to recall her ...                See full summary »,2017–2018,"Namik Paul ,Donal Bisht ,Vikram Singh Chauhan ,Ajay Kumar Nain"
Haasil,7.2,"Drama, Romance, Thriller",Haasil focuses on the lives of two brothers; Kabir and Ranvir Raichand and how their lives evolve when they both fall in love with Aanchal who comes from a world which is very different from their reality.,2017–2018,"Nikita Dutta ,Vatsal Seth ,Zayed Khan ,Salman Shaikh"
Akela,0.0,Action,"It is about an ex-police officer Ranveer who has to deal with two worlds - one alive and one dead. When he recovers from a coma of eight years, he gradually realizes his innate ability to communicate with spirits.",2006– ,"Sudhanshu Pandey ,Sumeet Raghavan ,Aashka Goradia ,Pankaj Dheer"
Anamika,7.3,Drama,"After Rano's sudden demise, Jeet gets married to Chhavi. Meanwhile, Anamika comes to know about their marriage and resorts to black magic in an attempt to keep Chhavi away from Jeet.",2012– ,"Simran Kaur Hundal ,Mudit Nayar ,Annie Gill ,Shivani Surve"
Babul Ka Aangann Chootey Na,8.6,"Drama, Family",Aastha marries but her life is an act of balancing the responsibilities of a daughter-in-law and the duty of a daughter. Can she fulfill both the roles with equal panache?,2008–2009,"Sidharth Shukla ,Gautam Rode ,Rahil Azam ,Vikas Sethi"
Bade Bhaiyya Ki Dulhania,8.0,Drama,"Abhishek Pant a.k.a. Bade Bhaiyya, an Engineering dropout has to sustain a family of 14 with his father and one of his uncle abandoning them all.",2016– ,"Namita Dubey ,Priyansh Jora ,Himanshu Dubgotra ,Urfi Javed"
Bharat Ka Veer Putra - Maharana Pratap,8.0,Biography,"From a young age prince Pratap is a true patriot who, like his ancestors, is a great warrior and treats his land as his mother. He follows the principles and sayings of his mother Jaivantabai and his Guru Raghavendra.",2013– ,"Faisal Khan ,Aashka Goradia ,Roshni Walia ,Sharad Malhotra"
